1_5-gram-l2-chi-True,4000,71.520000
1_5-gram-l2-chi-True,5000,72.780000
1_5-gram-l2-chi-True,6000,74.660000
1_5-gram-l2-chi-True,7000,75.600000
1_5-gram-l2-chi-True,8000,76.260000
1_5-gram-l2-chi-True,9000,77.220000
1_5-gram-l2-chi-True,10000,77.740000
1_5-gram-minmax-most-True,1000,72.980000
1_5-gram-minmax-most-True,2000,76.200000
1_5-gram-minmax-most-True,3000,78.540000
1_5-gram-minmax-most-True,4000,78.820000
1_5-gram-minmax-most-True,5000,79.320000
1_5-gram-minmax-most-True,6000,80.240000
1_5-gram-minmax-most-True,7000,81.120000
1_5-gram-minmax-most-True,8000,81.040000
1_5-gram-minmax-most-True,9000,81.740000
1_5-gram-minmax-most-True,10000,82.180000
1_5-gram-minmax-chi-True,1000,58.820000
1_5-gram-minmax-chi-True,2000,66.640000
1_5-gram-minmax-chi-True,3000,70.580000
1_5-gram-minmax-chi-True,4000,72.440000
1_5-gram-minmax-chi-True,5000,75.020000
1_5-gram-minmax-chi-True,6000,77.420000
1_5-gram-minmax-chi-True,7000,79.240000
1_5-gram-minmax-chi-True,8000,80.280000
1_5-gram-minmax-chi-True,9000,81.320000
1_5-gram-minmax-chi-True,10000,82.160000
words-chi,1000,67.160000
words-chi,2000,73.600000
words-chi,3000,75.820000
words-chi,4000,77.700000
words-chi,5000,77.760000
words-chi,6000,78.340000
words-chi,7000,78.500000
words-chi,8000,78.460000
words-chi,9000,78.860000
words-chi,10000,78.820000
words-most,1000,73.780000
words-most,2000,77.120000
words-most,3000,78.000000
words-most,4000,78.760000
words-most,5000,78.860000
words-most,6000,78.960000
words-most,7000,78.980000
words-most,8000,78.920000
words-most,9000,78.820000
words-most,10000,78.860000
words-chi-l2,1000,73.000000
words-chi-l2,2000,76.600000
words-chi-l2,3000,77.960000
words-chi-l2,4000,79.120000
words-chi-l2,5000,79.460000
words-chi-l2,6000,79.560000
words-chi-l2,7000,79.840000
words-chi-l2,8000,80.220000
words-chi-l2,9000,80.100000
words-chi-l2,10000,80.240000
words-most-l2,1000,77.100000
words-most-l2,2000,78.400000
words-most-l2,3000,79.160000
words-most-l2,4000,79.620000
words-most-l2,5000,79.980000
words-most-l2,6000,80.060000
words-most-l2,7000,80.000000
words-most-l2,8000,80.140000
words-most-l2,9000,80.140000
words-most-l2,10000,80.100000
words-chi-minmax,1000,69.320000
words-chi-minmax,2000,73.800000
words-chi-minmax,3000,76.820000
words-chi-minmax,4000,78.080000
words-chi-minmax,5000,79.920000
words-chi-minmax,6000,80.600000
words-chi-minmax,7000,81.740000
words-chi-minmax,8000,81.380000
words-chi-minmax,9000,82.020000
words-chi-minmax,10000,82.440000
words-most-minmax,1000,75.200000
words-most-minmax,2000,79.660000
words-most-minmax,3000,80.540000
words-most-minmax,4000,81.060000
words-most-minmax,5000,81.460000
words-most-minmax,6000,81.460000
words-most-minmax,7000,81.720000
words-most-minmax,8000,81.920000
words-most-minmax,9000,82.160000
words-most-minmax,10000,81.840000
5-gram-most,1000,70.620000
5-gram-most,2000,75.200000
5-gram-most,3000,77.140000
5-gram-most,4000,78.380000
5-gram-most,5000,78.660000
5-gram-most,6000,79.300000
5-gram-most,7000,79.560000
5-gram-most,8000,79.720000
5-gram-most,9000,79.940000
5-gram-most,10000,80.360000
5-gram-chi,1000,59.600000
5-gram-chi,2000,65.620000
5-gram-chi,3000,69.460000
5-gram-chi,4000,71.980000
5-gram-chi,5000,74.280000
5-gram-chi,6000,75.620000
5-gram-chi,7000,76.540000
5-gram-chi,8000,77.100000
5-gram-chi,9000,77.640000
5-gram-chi,10000,78.260000
1_5-gram-l1-most-False,1000,53.220000
1_5-gram-l1-most-False,2000,55.080000
1_5-gram-l1-most-False,3000,56.280000
1_5-gram-l1-most-False,4000,57.400000
1_5-gram-l1-most-False,5000,57.780000
1_5-gram-l1-most-False,6000,58.980000
1_5-gram-l1-most-False,7000,59.180000
1_5-gram-l1-most-False,8000,59.220000
1_5-gram-l1-most-False,9000,59.680000
1_5-gram-l1-most-False,10000,60.080000
1_5-gram-l1-chi-False,1000,46.240000
1_5-gram-l1-chi-False,2000,50.580000
1_5-gram-l1-chi-False,3000,53.080000
1_5-gram-l1-chi-False,4000,55.720000
1_5-gram-l1-chi-False,5000,57.080000
1_5-gram-l1-chi-False,6000,58.080000
1_5-gram-l1-chi-False,7000,58.780000
1_5-gram-l1-chi-False,8000,59.480000
1_5-gram-l1-chi-False,9000,59.860000
1_5-gram-l1-chi-False,10000,60.500000
1_5-gram-l1-most-True,1000,52.680000
1_5-gram-l1-most-True,2000,53.940000
1_5-gram-l1-most-True,3000,55.320000
1_5-gram-l1-most-True,4000,56.320000
1_5-gram-l1-most-True,5000,57.160000
1_5-gram-l1-most-True,6000,58.280000
1_5-gram-l1-most-True,7000,58.940000
1_5-gram-l1-most-True,8000,58.780000
1_5-gram-l1-most-True,9000,59.080000
1_5-gram-l1-most-True,10000,59.540000
1_5-gram-l1-chi-True,1000,45.540000
1_5-gram-l1-chi-True,2000,50.540000
1_5-gram-l1-chi-True,3000,52.740000
1_5-gram-l1-chi-True,4000,55.660000
1_5-gram-l1-chi-True,5000,56.500000
1_5-gram-l1-chi-True,6000,57.200000
1_5-gram-l1-chi-True,7000,58.220000
1_5-gram-l1-chi-True,8000,59.000000
1_5-gram-l1-chi-True,9000,59.360000
1_5-gram-l1-chi-True,10000,59.440000
